shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
6749,6749,8/15/2024,DHL,TRK368464,8/21/2024,Shipped
6750,6750,10/18/2024,FedEx,TRK081275,10/24/2024,Shipped
6751,6751,4/29/2024,UPS,TRK609642,5/4/2024,Pending
6752,6752,5/27/2024,DHL,TRK599766,5/31/2024,Shipped
6753,6753,11/28/2023,FedEx,TRK990491,12/2/2023,Shipped
6754,6754,5/4/2024,UPS,TRK497328,5/10/2024,Delivered
6755,6755,12/27/2023,DHL,TRK802058,12/31/2023,Delivered
6756,6756,7/9/2024,FedEx,TRK775137,7/14/2024,Pending
6757,6757,1/27/2024,UPS,TRK241723,1/29/2024,Pending
6758,6758,7/9/2024,DHL,TRK386847,7/16/2024,Delivered
6759,6759,7/7/2024,FedEx,TRK264347,7/13/2024,Shipped
6760,6760,5/18/2024,UPS,TRK857308,5/25/2024,Delivered
6761,6761,5/25/2024,DHL,TRK012224,5/29/2024,Shipped
6762,6762,11/6/2024,FedEx,TRK753426,11/11/2024,Shipped
6763,6763,1/7/2024,UPS,TRK205785,1/15/2024,Delivered
6764,6764,7/28/2024,DHL,TRK881837,8/5/2024,Delivered
6765,6765,8/16/2024,FedEx,TRK774735,8/18/2024,Shipped
6766,6766,8/18/2024,UPS,TRK044619,8/23/2024,Pending
6767,6767,4/13/2024,DHL,TRK235083,4/15/2024,Shipped
6768,6768,5/30/2024,FedEx,TRK892526,6/4/2024,Pending
6769,6769,8/28/2024,UPS,TRK898395,8/31/2024,Delivered
6770,6770,6/3/2024,DHL,TRK105944,6/6/2024,Shipped
6771,6771,8/28/2024,FedEx,TRK213032,8/30/2024,Delivered
6772,6772,9/8/2024,UPS,TRK868762,9/13/2024,Pending
6773,6773,10/8/2024,DHL,TRK803381,10/13/2024,Pending
6774,6774,3/13/2024,FedEx,TRK711209,3/17/2024,Delivered
6775,6775,11/23/2023,UPS,TRK493471,11/27/2023,Pending
6776,6776,5/18/2024,DHL,TRK310798,5/20/2024,Delivered
6777,6777,11/27/2023,FedEx,TRK024269,12/2/2023,Shipped
6778,6778,7/5/2024,UPS,TRK686879,7/7/2024,Delivered
6779,6779,5/3/2024,DHL,TRK817411,5/8/2024,Pending
6780,6780,12/11/2023,FedEx,TRK510389,12/16/2023,Pending
6781,6781,10/27/2024,UPS,TRK312257,10/30/2024,Shipped
6782,6782,11/3/2024,DHL,TRK332362,11/9/2024,Shipped
6783,6783,1/16/2024,FedEx,TRK967314,1/21/2024,Shipped
6784,6784,12/16/2023,UPS,TRK040428,12/19/2023,Shipped
6785,6785,9/2/2024,DHL,TRK985660,9/4/2024,Shipped
6786,6786,7/12/2024,FedEx,TRK693332,7/20/2024,Pending
6787,6787,8/5/2024,UPS,TRK587711,8/12/2024,Delivered
6788,6788,12/19/2023,DHL,TRK843131,12/25/2023,Pending
6789,6789,9/5/2024,FedEx,TRK122449,9/7/2024,Delivered
6790,6790,6/30/2024,UPS,TRK603025,7/3/2024,Shipped
6791,6791,9/1/2024,DHL,TRK792252,9/6/2024,Shipped
6792,6792,5/23/2024,FedEx,TRK209612,5/27/2024,Delivered
6793,6793,9/23/2024,UPS,TRK624422,9/28/2024,Delivered
6794,6794,9/8/2024,DHL,TRK252422,9/10/2024,Shipped
6795,6795,5/3/2024,FedEx,TRK341729,5/5/2024,Pending
6796,6796,1/11/2024,UPS,TRK881836,1/13/2024,Pending
6797,6797,12/2/2023,DHL,TRK397910,12/6/2023,Delivered
6798,6798,5/21/2024,FedEx,TRK607464,5/28/2024,Pending
6799,6799,12/21/2023,UPS,TRK431642,12/27/2023,Pending
6800,6800,6/29/2024,DHL,TRK219808,7/6/2024,Pending
6801,6801,6/29/2024,FedEx,TRK437404,7/3/2024,Pending
6802,6802,7/22/2024,UPS,TRK208394,7/26/2024,Shipped
6803,6803,2/7/2024,DHL,TRK024347,2/8/2024,Shipped
6804,6804,3/21/2024,FedEx,TRK198851,3/24/2024,Pending
6805,6805,10/4/2024,UPS,TRK366525,10/9/2024,Delivered
6806,6806,9/7/2024,DHL,TRK234605,9/11/2024,Shipped
6807,6807,6/17/2024,FedEx,TRK139046,6/24/2024,Delivered
6808,6808,7/24/2024,UPS,TRK931262,7/30/2024,Delivered
6809,6809,9/22/2024,DHL,TRK782943,9/24/2024,Shipped
6810,6810,10/10/2024,FedEx,TRK206211,10/16/2024,Delivered
6811,6811,3/4/2024,UPS,TRK187295,3/12/2024,Pending
6812,6812,1/3/2024,DHL,TRK948644,1/9/2024,Delivered
6813,6813,9/10/2024,FedEx,TRK799294,9/12/2024,Shipped
6814,6814,3/21/2024,UPS,TRK038412,3/29/2024,Shipped
6815,6815,1/16/2024,DHL,TRK898749,1/17/2024,Delivered
6816,6816,1/21/2024,FedEx,TRK374031,1/25/2024,Delivered
6817,6817,4/14/2024,UPS,TRK590065,4/20/2024,Delivered
6818,6818,5/28/2024,DHL,TRK403884,5/30/2024,Shipped
6819,6819,3/10/2024,FedEx,TRK078501,3/12/2024,Pending
6820,6820,12/12/2023,UPS,TRK856186,12/19/2023,Delivered
6821,6821,4/8/2024,DHL,TRK156813,4/10/2024,Pending
6822,6822,12/14/2023,FedEx,TRK573469,12/18/2023,Pending
6823,6823,7/25/2024,UPS,TRK429588,7/27/2024,Pending
6824,6824,11/8/2023,DHL,TRK312317,11/13/2023,Pending
6825,6825,11/22/2023,FedEx,TRK510281,11/28/2023,Delivered
6826,6826,12/16/2023,UPS,TRK829429,12/23/2023,Shipped
6827,6827,4/12/2024,DHL,TRK734796,4/14/2024,Delivered
6828,6828,5/26/2024,FedEx,TRK145673,5/29/2024,Shipped
6829,6829,7/25/2024,UPS,TRK036770,7/29/2024,Pending
6830,6830,8/19/2024,DHL,TRK760777,8/24/2024,Delivered
6831,6831,5/28/2024,FedEx,TRK397276,6/4/2024,Delivered
6832,6832,10/18/2024,UPS,TRK383850,10/21/2024,Delivered
6833,6833,9/14/2024,DHL,TRK477274,9/18/2024,Delivered
6834,6834,9/15/2024,FedEx,TRK843560,9/17/2024,Delivered
6835,6835,12/24/2023,UPS,TRK180150,12/30/2023,Shipped
6836,6836,5/21/2024,DHL,TRK049611,5/24/2024,Delivered
6837,6837,8/31/2024,FedEx,TRK755302,9/2/2024,Shipped
6838,6838,8/15/2024,UPS,TRK707893,8/22/2024,Delivered
6839,6839,6/13/2024,DHL,TRK863865,6/20/2024,Shipped
6840,6840,12/29/2023,FedEx,TRK317931,1/1/2024,Shipped
6841,6841,7/20/2024,UPS,TRK429721,7/24/2024,Shipped
6842,6842,10/13/2024,DHL,TRK418358,10/16/2024,Shipped
6843,6843,2/17/2024,FedEx,TRK884576,2/20/2024,Shipped
6844,6844,8/30/2024,UPS,TRK081412,9/5/2024,Shipped
6845,6845,7/8/2024,DHL,TRK199950,7/13/2024,Pending
6846,6846,3/10/2024,FedEx,TRK382470,3/15/2024,Delivered
6847,6847,8/22/2024,UPS,TRK099875,8/30/2024,Shipped
6848,6848,10/18/2024,DHL,TRK529364,10/26/2024,Shipped
6849,6849,4/1/2024,FedEx,TRK769664,4/4/2024,Pending
6850,6850,6/21/2024,UPS,TRK381296,6/24/2024,Shipped
6851,6851,4/23/2024,DHL,TRK334070,4/29/2024,Pending
6852,6852,6/5/2024,FedEx,TRK710138,6/11/2024,Delivered
6853,6853,2/4/2024,UPS,TRK264152,2/7/2024,Delivered
6854,6854,2/28/2024,DHL,TRK904153,3/5/2024,Pending
6855,6855,9/2/2024,FedEx,TRK374828,9/6/2024,Shipped
6856,6856,10/13/2024,UPS,TRK992368,10/17/2024,Shipped
6857,6857,8/31/2024,DHL,TRK629852,9/3/2024,Delivered
6858,6858,4/7/2024,FedEx,TRK818038,4/8/2024,Shipped
6859,6859,8/11/2024,UPS,TRK827607,8/17/2024,Shipped
6860,6860,2/20/2024,DHL,TRK833834,2/28/2024,Shipped
6861,6861,11/3/2024,FedEx,TRK686205,11/8/2024,Delivered
6862,6862,12/25/2023,UPS,TRK258166,12/26/2023,Cancelled
6863,6863,4/12/2024,DHL,TRK687881,4/14/2024,Pending
6864,6864,6/26/2024,FedEx,TRK826140,7/4/2024,Shipped
6865,6865,11/15/2023,UPS,TRK152664,11/16/2023,Pending
6866,6866,12/2/2023,DHL,TRK839434,12/4/2023,Shipped
6867,6867,6/18/2024,FedEx,TRK857332,6/20/2024,Pending
6868,6868,2/15/2024,UPS,TRK093482,2/17/2024,Delivered
6869,6869,2/27/2024,DHL,TRK118962,2/29/2024,Delivered
6870,6870,5/4/2024,FedEx,TRK454474,5/10/2024,Pending
6871,6871,2/24/2024,UPS,TRK504582,2/26/2024,Shipped
6872,6872,4/4/2024,DHL,TRK542478,4/12/2024,Delivered
6873,6873,8/20/2024,FedEx,TRK241066,8/21/2024,Pending
6874,6874,10/23/2024,UPS,TRK249666,10/25/2024,Pending
6875,6875,9/24/2024,DHL,TRK364105,9/29/2024,Delivered
6876,6876,4/18/2024,FedEx,TRK992606,4/25/2024,Delivered
6877,6877,7/30/2024,UPS,TRK863811,8/3/2024,Delivered
6878,6878,7/4/2024,DHL,TRK884913,7/11/2024,Shipped
6879,6879,8/29/2024,FedEx,TRK098897,9/5/2024,Delivered
6880,6880,3/21/2024,UPS,TRK035443,3/24/2024,Delivered
6881,6881,5/29/2024,DHL,TRK598157,6/1/2024,Shipped
6882,6882,4/2/2024,FedEx,TRK510860,4/7/2024,Delivered
6883,6883,9/6/2024,UPS,TRK353747,9/11/2024,Shipped
6884,6884,7/28/2024,DHL,TRK941752,7/31/2024,Delivered
6885,6885,7/5/2024,FedEx,TRK144668,7/7/2024,Pending
6886,6886,6/14/2024,UPS,TRK262376,6/16/2024,Delivered
6887,6887,12/31/2023,DHL,TRK805232,1/4/2024,Delivered
6888,6888,5/13/2024,FedEx,TRK082697,5/17/2024,Pending
6889,6889,5/1/2024,UPS,TRK435215,5/5/2024,Shipped
6890,6890,9/18/2024,DHL,TRK923753,9/24/2024,Shipped
6891,6891,2/29/2024,FedEx,TRK621438,3/2/2024,Shipped
6892,6892,6/26/2024,UPS,TRK952788,7/3/2024,Pending
6893,6893,10/20/2024,DHL,TRK372369,10/27/2024,Shipped
6894,6894,12/9/2023,FedEx,TRK439687,12/13/2023,Delivered
6895,6895,5/7/2024,UPS,TRK667172,5/13/2024,Pending
6896,6896,7/2/2024,DHL,TRK672963,7/3/2024,Shipped
6897,6897,7/16/2024,FedEx,TRK204612,7/19/2024,Pending
6898,6898,1/11/2024,UPS,TRK450421,1/17/2024,Delivered
6899,6899,2/23/2024,DHL,TRK193004,2/27/2024,Cancelled
6900,6900,8/13/2024,FedEx,TRK469217,8/21/2024,Pending
6901,6901,10/6/2024,UPS,TRK093139,10/12/2024,Shipped
6902,6902,4/18/2024,DHL,TRK579939,4/22/2024,Delivered
6903,6903,8/28/2024,FedEx,TRK238229,8/30/2024,Delivered
6904,6904,7/14/2024,UPS,TRK284208,7/17/2024,Cancelled
6905,6905,12/1/2023,DHL,TRK828394,12/6/2023,Pending
6906,6906,10/5/2024,FedEx,TRK844266,10/10/2024,Pending
6907,6907,8/12/2024,UPS,TRK411927,8/19/2024,Shipped
6908,6908,6/26/2024,DHL,TRK639874,6/29/2024,Pending
6909,6909,1/29/2024,FedEx,TRK061309,2/5/2024,Shipped
6910,6910,2/3/2024,UPS,TRK673979,2/10/2024,Delivered
6911,6911,10/18/2024,DHL,TRK921978,10/21/2024,Pending
6912,6912,11/25/2023,FedEx,TRK711137,12/2/2023,Cancelled
6913,6913,5/4/2024,UPS,TRK315157,5/6/2024,Shipped
6914,6914,1/11/2024,DHL,TRK274871,1/15/2024,Delivered
6915,6915,11/8/2023,FedEx,TRK354736,11/16/2023,Delivered
6916,6916,5/14/2024,UPS,TRK313270,5/18/2024,Delivered
6917,6917,3/6/2024,DHL,TRK760869,3/13/2024,Delivered
6918,6918,6/27/2024,FedEx,TRK946129,7/4/2024,Delivered
6919,6919,10/18/2024,UPS,TRK070336,10/20/2024,Pending
6920,6920,8/17/2024,DHL,TRK904801,8/22/2024,Delivered
6921,6921,10/9/2024,FedEx,TRK885685,10/11/2024,Shipped
6922,6922,12/23/2023,UPS,TRK850082,12/27/2023,Pending
6923,6923,2/10/2024,DHL,TRK963729,2/14/2024,Delivered
6924,6924,9/18/2024,FedEx,TRK990110,9/24/2024,Delivered
6925,6925,12/3/2023,UPS,TRK176068,12/9/2023,Shipped
6926,6926,2/27/2024,DHL,TRK908181,3/5/2024,Shipped
6927,6927,5/28/2024,FedEx,TRK532411,5/31/2024,Shipped
6928,6928,2/10/2024,UPS,TRK575708,2/18/2024,Delivered
6929,6929,7/29/2024,DHL,TRK829818,8/5/2024,Delivered
6930,6930,1/24/2024,FedEx,TRK034665,1/27/2024,Pending
6931,6931,11/10/2023,UPS,TRK840189,11/13/2023,Delivered
6932,6932,4/27/2024,DHL,TRK015804,5/2/2024,Pending
6933,6933,3/6/2024,FedEx,TRK701430,3/10/2024,Pending
6934,6934,9/18/2024,UPS,TRK068376,9/23/2024,Cancelled
6935,6935,8/18/2024,DHL,TRK487708,8/25/2024,Cancelled
6936,6936,7/15/2024,FedEx,TRK318222,7/17/2024,Delivered
6937,6937,5/22/2024,UPS,TRK958610,5/23/2024,Shipped
6938,6938,1/14/2024,DHL,TRK472448,1/19/2024,Cancelled
6939,6939,10/18/2024,FedEx,TRK366287,10/23/2024,Pending
6940,6940,5/30/2024,UPS,TRK775331,6/6/2024,Pending
6941,6941,7/10/2024,DHL,TRK590354,7/11/2024,Shipped
6942,6942,6/13/2024,FedEx,TRK564240,6/18/2024,Pending
6943,6943,4/11/2024,UPS,TRK148453,4/19/2024,Shipped
6944,6944,12/31/2023,DHL,TRK603910,1/4/2024,Shipped
6945,6945,5/31/2024,FedEx,TRK241053,6/2/2024,Shipped
6946,6946,7/28/2024,UPS,TRK499901,7/30/2024,Shipped
6947,6947,1/30/2024,DHL,TRK848765,2/5/2024,Shipped
6948,6948,8/6/2024,FedEx,TRK163311,8/10/2024,Delivered
6949,6949,1/14/2024,UPS,TRK335414,1/20/2024,Delivered
6950,6950,7/13/2024,DHL,TRK099552,7/21/2024,Shipped
6951,6951,10/3/2024,FedEx,TRK496851,10/11/2024,Delivered
6952,6952,2/2/2024,UPS,TRK756896,2/5/2024,Delivered
6953,6953,3/25/2024,DHL,TRK987400,3/27/2024,Pending
6954,6954,9/6/2024,FedEx,TRK095454,9/8/2024,Delivered
6955,6955,5/17/2024,UPS,TRK274084,5/20/2024,Shipped
6956,6956,11/9/2023,DHL,TRK200711,11/12/2023,Delivered
6957,6957,6/11/2024,FedEx,TRK906978,6/17/2024,Delivered
6958,6958,4/30/2024,UPS,TRK232932,5/2/2024,Shipped
6959,6959,9/6/2024,DHL,TRK892110,9/14/2024,Shipped
6960,6960,8/23/2024,FedEx,TRK866538,8/25/2024,Delivered
6961,6961,1/10/2024,UPS,TRK947860,1/15/2024,Shipped
6962,6962,3/24/2024,DHL,TRK905199,3/27/2024,Delivered
6963,6963,10/24/2024,FedEx,TRK273601,10/28/2024,Delivered
6964,6964,10/18/2024,UPS,TRK867202,10/25/2024,Shipped
6965,6965,2/19/2024,DHL,TRK744807,2/25/2024,Delivered
6966,6966,7/11/2024,FedEx,TRK431461,7/14/2024,Shipped
6967,6967,8/15/2024,UPS,TRK025949,8/20/2024,Shipped
6968,6968,4/2/2024,DHL,TRK327539,4/4/2024,Pending
6969,6969,12/3/2023,FedEx,TRK708540,12/7/2023,Shipped
6970,6970,5/15/2024,UPS,TRK184680,5/18/2024,Shipped
6971,6971,7/27/2024,DHL,TRK156612,8/3/2024,Shipped
6972,6972,3/23/2024,FedEx,TRK098263,3/27/2024,Pending
6973,6973,4/5/2024,UPS,TRK534449,4/12/2024,Shipped
6974,6974,7/8/2024,DHL,TRK244541,7/14/2024,Shipped
6975,6975,11/14/2023,FedEx,TRK428101,11/18/2023,Pending
6976,6976,11/3/2024,UPS,TRK935328,11/10/2024,Pending
6977,6977,7/26/2024,DHL,TRK173919,7/29/2024,Shipped
6978,6978,1/8/2024,FedEx,TRK232769,1/13/2024,Shipped
6979,6979,4/26/2024,UPS,TRK660562,5/4/2024,Delivered
6980,6980,11/1/2024,DHL,TRK233309,11/6/2024,Pending
6981,6981,6/21/2024,FedEx,TRK570323,6/27/2024,Pending
6982,6982,3/19/2024,UPS,TRK836576,3/25/2024,Shipped
6983,6983,1/8/2024,DHL,TRK969053,1/16/2024,Shipped
6984,6984,6/20/2024,FedEx,TRK668316,6/25/2024,Shipped
6985,6985,9/29/2024,UPS,TRK200219,10/6/2024,Delivered
6986,6986,5/6/2024,DHL,TRK872846,5/14/2024,Delivered
6987,6987,3/18/2024,FedEx,TRK656073,3/20/2024,Pending
6988,6988,12/23/2023,UPS,TRK295804,12/24/2023,Shipped
6989,6989,2/10/2024,DHL,TRK275010,2/12/2024,Delivered
6990,6990,7/29/2024,FedEx,TRK905723,7/31/2024,Delivered
6991,6991,3/10/2024,UPS,TRK731822,3/17/2024,Shipped
6992,6992,7/19/2024,DHL,TRK690290,7/22/2024,Delivered
6993,6993,10/30/2024,FedEx,TRK448879,11/7/2024,Shipped
6994,6994,2/16/2024,UPS,TRK571589,2/22/2024,Shipped
6995,6995,5/28/2024,DHL,TRK341354,5/30/2024,Shipped
6996,6996,3/29/2024,FedEx,TRK063921,3/31/2024,Shipped
6997,6997,2/10/2024,UPS,TRK575646,2/13/2024,Pending
6998,6998,5/23/2024,DHL,TRK398720,5/29/2024,Cancelled
6999,6999,7/26/2024,FedEx,TRK426752,7/30/2024,Delivered
7000,7000,6/24/2024,UPS,TRK975392,6/25/2024,Shipped
7001,7001,1/31/2024,DHL,TRK281651,2/6/2024,Shipped
7002,7002,2/17/2024,FedEx,TRK142529,2/21/2024,Pending
7003,7003,2/27/2024,UPS,TRK728218,3/3/2024,Shipped
7004,7004,9/19/2024,DHL,TRK231255,9/24/2024,Shipped
7005,7005,5/3/2024,FedEx,TRK500876,5/6/2024,Pending
7006,7006,5/21/2024,UPS,TRK629096,5/23/2024,Pending
7007,7007,10/27/2024,DHL,TRK140062,11/2/2024,Shipped
7008,7008,2/11/2024,FedEx,TRK177704,2/17/2024,Pending
7009,7009,3/20/2024,UPS,TRK349050,3/23/2024,Delivered
7010,7010,6/29/2024,DHL,TRK344110,7/5/2024,Delivered
7011,7011,11/3/2024,FedEx,TRK770137,11/7/2024,Delivered
7012,7012,5/21/2024,UPS,TRK252273,5/27/2024,Delivered
7013,7013,7/7/2024,DHL,TRK855279,7/11/2024,Delivered
7014,7014,4/13/2024,FedEx,TRK906098,4/14/2024,Pending
7015,7015,6/17/2024,UPS,TRK540614,6/24/2024,Shipped
7016,7016,10/14/2024,DHL,TRK197832,10/20/2024,Shipped
7017,7017,5/27/2024,FedEx,TRK266910,6/1/2024,Delivered
7018,7018,8/5/2024,UPS,TRK386265,8/9/2024,Delivered
7019,7019,1/22/2024,DHL,TRK301291,1/25/2024,Shipped
7020,7020,9/27/2024,FedEx,TRK884326,10/1/2024,Delivered
7021,7021,2/8/2024,UPS,TRK794986,2/11/2024,Delivered
7022,7022,10/7/2024,DHL,TRK810179,10/10/2024,Delivered
7023,7023,9/10/2024,FedEx,TRK633259,9/17/2024,Delivered
7024,7024,5/22/2024,UPS,TRK828793,5/25/2024,Shipped
7025,7025,9/7/2024,DHL,TRK051925,9/15/2024,Shipped
7026,7026,1/22/2024,FedEx,TRK691506,1/26/2024,Pending
7027,7027,10/2/2024,UPS,TRK002364,10/5/2024,Delivered
7028,7028,1/8/2024,DHL,TRK832508,1/15/2024,Delivered
7029,7029,5/11/2024,FedEx,TRK874736,5/16/2024,Delivered
7030,7030,6/3/2024,UPS,TRK592409,6/8/2024,Shipped
7031,7031,3/4/2024,DHL,TRK569765,3/5/2024,Delivered
7032,7032,1/19/2024,FedEx,TRK261556,1/20/2024,Delivered
7033,7033,9/26/2024,UPS,TRK325777,9/30/2024,Pending
7034,7034,1/31/2024,DHL,TRK399958,2/4/2024,Delivered
7035,7035,8/5/2024,FedEx,TRK804923,8/10/2024,Shipped
7036,7036,2/1/2024,UPS,TRK427977,2/3/2024,Pending
7037,7037,9/27/2024,DHL,TRK315739,9/30/2024,Shipped
7038,7038,10/20/2024,FedEx,TRK581682,10/26/2024,Pending
7039,7039,10/21/2024,UPS,TRK954509,10/23/2024,Shipped
7040,7040,8/2/2024,DHL,TRK226175,8/7/2024,Shipped
7041,7041,6/4/2024,FedEx,TRK689717,6/6/2024,Pending
7042,7042,3/28/2024,UPS,TRK408373,4/4/2024,Delivered
7043,7043,9/16/2024,DHL,TRK161007,9/19/2024,Pending
7044,7044,1/11/2024,FedEx,TRK646043,1/15/2024,Shipped
7045,7045,6/28/2024,UPS,TRK948002,7/6/2024,Delivered
7046,7046,9/24/2024,DHL,TRK833339,9/30/2024,Pending
7047,7047,5/26/2024,FedEx,TRK971561,5/27/2024,Pending
7048,7048,8/15/2024,UPS,TRK638653,8/22/2024,Delivered
7049,7049,7/13/2024,DHL,TRK224089,7/14/2024,Pending
7050,7050,3/9/2024,FedEx,TRK057221,3/10/2024,Delivered
7051,7051,1/22/2024,UPS,TRK483583,1/27/2024,Shipped
7052,7052,1/20/2024,DHL,TRK413795,1/28/2024,Shipped
7053,7053,3/7/2024,FedEx,TRK391082,3/10/2024,Delivered
7054,7054,5/11/2024,UPS,TRK703594,5/16/2024,Pending
7055,7055,11/7/2024,DHL,TRK756716,11/14/2024,Shipped
7056,7056,3/24/2024,FedEx,TRK526834,3/30/2024,Shipped
7057,7057,7/19/2024,UPS,TRK290817,7/22/2024,Shipped
7058,7058,11/22/2023,DHL,TRK165131,11/29/2023,Delivered
7059,7059,6/12/2024,FedEx,TRK227856,6/19/2024,Shipped
7060,7060,9/6/2024,UPS,TRK037001,9/11/2024,Pending
7061,7061,5/15/2024,DHL,TRK105564,5/16/2024,Delivered
7062,7062,8/12/2024,FedEx,TRK852548,8/17/2024,Shipped
7063,7063,10/18/2024,UPS,TRK664004,10/23/2024,Delivered
7064,7064,12/25/2023,DHL,TRK429967,12/30/2023,Delivered
7065,7065,3/16/2024,FedEx,TRK130977,3/22/2024,Delivered
7066,7066,4/20/2024,UPS,TRK952120,4/24/2024,Delivered
7067,7067,12/23/2023,DHL,TRK662074,12/25/2023,Pending
7068,7068,4/4/2024,FedEx,TRK859409,4/8/2024,Delivered
7069,7069,3/26/2024,UPS,TRK464024,4/2/2024,Delivered
7070,7070,3/23/2024,DHL,TRK387072,3/29/2024,Delivered
7071,7071,4/3/2024,FedEx,TRK949629,4/7/2024,Shipped
7072,7072,3/1/2024,UPS,TRK834431,3/3/2024,Shipped
7073,7073,2/29/2024,DHL,TRK386343,3/2/2024,Shipped
7074,7074,12/4/2023,FedEx,TRK898932,12/7/2023,Pending
7075,7075,11/16/2023,UPS,TRK544408,11/19/2023,Pending
7076,7076,10/13/2024,DHL,TRK018002,10/17/2024,Pending
7077,7077,6/25/2024,FedEx,TRK771110,7/1/2024,Shipped
7078,7078,5/7/2024,UPS,TRK248263,5/9/2024,Delivered
7079,7079,12/7/2023,DHL,TRK574726,12/12/2023,Delivered
7080,7080,3/12/2024,FedEx,TRK311197,3/14/2024,Shipped
7081,7081,6/17/2024,UPS,TRK427425,6/23/2024,Shipped
7082,7082,7/10/2024,DHL,TRK314596,7/14/2024,Pending
7083,7083,1/7/2024,FedEx,TRK092388,1/13/2024,Pending
7084,7084,4/17/2024,UPS,TRK577062,4/20/2024,Delivered
7085,7085,12/4/2023,DHL,TRK082096,12/8/2023,Delivered
7086,7086,4/13/2024,FedEx,TRK755788,4/20/2024,Delivered
7087,7087,4/7/2024,UPS,TRK343570,4/9/2024,Delivered
7088,7088,7/30/2024,DHL,TRK229858,8/1/2024,Pending
7089,7089,9/19/2024,FedEx,TRK193184,9/24/2024,Pending
7090,7090,4/30/2024,UPS,TRK654284,5/3/2024,Cancelled
7091,7091,2/16/2024,DHL,TRK177844,2/21/2024,Delivered
7092,7092,5/1/2024,FedEx,TRK483493,5/6/2024,Shipped
7093,7093,9/26/2024,UPS,TRK851229,10/2/2024,Pending
7094,7094,2/9/2024,DHL,TRK960446,2/13/2024,Pending
7095,7095,5/1/2024,FedEx,TRK957460,5/8/2024,Shipped
7096,7096,9/26/2024,UPS,TRK000046,9/28/2024,Pending
7097,7097,1/1/2024,DHL,TRK211593,1/5/2024,Delivered
7098,7098,7/13/2024,FedEx,TRK081378,7/15/2024,Delivered
7099,7099,10/3/2024,UPS,TRK889238,10/8/2024,Shipped
7100,7100,5/24/2024,DHL,TRK785319,5/30/2024,Shipped
7101,7101,5/29/2024,FedEx,TRK849546,5/31/2024,Shipped
7102,7102,2/21/2024,UPS,TRK451785,2/28/2024,Pending
7103,7103,2/13/2024,DHL,TRK243411,2/17/2024,Pending
7104,7104,7/18/2024,FedEx,TRK580263,7/24/2024,Shipped
7105,7105,3/22/2024,UPS,TRK750707,3/26/2024,Shipped
7106,7106,7/22/2024,DHL,TRK075847,7/28/2024,Delivered
7107,7107,10/28/2024,FedEx,TRK553360,10/29/2024,Cancelled
7108,7108,12/14/2023,UPS,TRK501073,12/16/2023,Delivered
7109,7109,8/4/2024,DHL,TRK330936,8/11/2024,Shipped
7110,7110,6/28/2024,FedEx,TRK107593,6/30/2024,Delivered
7111,7111,5/26/2024,UPS,TRK287136,5/30/2024,Delivered
7112,7112,12/16/2023,DHL,TRK154934,12/22/2023,Pending
7113,7113,12/15/2023,FedEx,TRK394163,12/16/2023,Pending
7114,7114,6/1/2024,UPS,TRK256170,6/8/2024,Shipped
7115,7115,8/20/2024,DHL,TRK410811,8/23/2024,Delivered
7116,7116,3/22/2024,FedEx,TRK016381,3/25/2024,Cancelled
7117,7117,10/23/2024,UPS,TRK726717,10/29/2024,Shipped
7118,7118,10/14/2024,DHL,TRK776067,10/19/2024,Delivered
7119,7119,3/16/2024,FedEx,TRK708477,3/19/2024,Pending
7120,7120,9/24/2024,UPS,TRK736978,9/27/2024,Shipped
7121,7121,5/6/2024,DHL,TRK895958,5/8/2024,Pending
7122,7122,2/5/2024,FedEx,TRK501003,2/12/2024,Shipped
7123,7123,2/25/2024,UPS,TRK007940,3/1/2024,Pending
7124,7124,9/26/2024,DHL,TRK379117,10/2/2024,Cancelled
7125,7125,2/9/2024,FedEx,TRK436887,2/14/2024,Pending
7126,7126,4/8/2024,UPS,TRK838620,4/13/2024,Pending
7127,7127,3/4/2024,DHL,TRK802431,3/11/2024,Pending
7128,7128,5/29/2024,FedEx,TRK931260,6/1/2024,Shipped
7129,7129,7/10/2024,UPS,TRK655517,7/18/2024,Pending
7130,7130,3/13/2024,DHL,TRK104018,3/20/2024,Delivered
7131,7131,6/2/2024,FedEx,TRK323870,6/10/2024,Shipped
7132,7132,1/11/2024,UPS,TRK583381,1/19/2024,Delivered
7133,7133,9/10/2024,DHL,TRK381107,9/17/2024,Delivered
7134,7134,5/26/2024,FedEx,TRK164677,5/29/2024,Pending
7135,7135,8/17/2024,UPS,TRK179452,8/20/2024,Delivered
7136,7136,1/13/2024,DHL,TRK585682,1/16/2024,Delivered
7137,7137,4/3/2024,FedEx,TRK515892,4/10/2024,Pending
7138,7138,10/24/2024,UPS,TRK999203,10/30/2024,Cancelled
7139,7139,5/13/2024,DHL,TRK891625,5/18/2024,Delivered
7140,7140,1/27/2024,FedEx,TRK917908,2/4/2024,Delivered
7141,7141,8/2/2024,UPS,TRK270184,8/9/2024,Pending
7142,7142,8/10/2024,DHL,TRK297739,8/12/2024,Pending
7143,7143,6/9/2024,FedEx,TRK329605,6/13/2024,Delivered
7144,7144,5/1/2024,UPS,TRK973217,5/7/2024,Delivered
7145,7145,1/9/2024,DHL,TRK342670,1/12/2024,Pending
